name,name_en,service_type,lat,lng,country_code
The Counter,The Counter,restaurant,34.0485569,-118.258255,US
Marie's Coffee & Deli,Marie's Coffee & Deli,cafe,34.0486352,-118.258366,US
Izakaya Gazen,Izakaya Gazen,restaurant,34.0491094,-118.239352,US
G&M Oil Company #75,G&M Oil Company #75,fuel,34.1611268,-118.329908,US
Ronnies's Diner,Ronnies's Diner,restaurant,33.9853271,-118.425096,US
Original Pantry Cafe,Original Pantry Cafe,restaurant,34.0463719,-118.2628977,US
Big Waves Laundromat,Big Waves Laundromat,laundry,34.0322879,-118.4758624,US
Fromin's Deli,Fromin's Deli,restaurant,34.0302224,-118.484024,US
Zekes Smokehouse,Zekes Smokehouse,restaurant,34.0905269,-118.3457736,US
Gary Leonard Take My Picture,Gary Leonard Take My Picture,photo,34.0423688,-118.2558001,US
Sara Palacios Gallery,Sara Palacios Gallery,photo,34.0417021,-118.2554451,US
Quiadaiyn,Quiadaiyn,restaurant,34.0037145,-118.4330282,US
Taqueria El Tapatio,Taqueria El Tapatio,restaurant,34.184925,-118.3388116,US
Unurban Cafe,Unurban Cafe,cafe,34.0269392,-118.4555936,US
Los Balcones,Los Balcones,restaurant,34.0960683,-118.3264426,US
Purgatory Pizza,Purgatory Pizza,restaurant,34.0474525,-118.2257385,US
Kerckhoff Coffee House,Kerckhoff Coffee House,cafe,34.0705686,-118.4433778,US
